Test,Client,Metric,Phase,Value
HighCompute,Geth - Lighthouse,Max CPU %,Phase 2,1394.00
HighCompute,Mainnet - Lighthouse,Max CPU %,Phase 2,973.00
HighCompute,Nethermind - Lighthouse,Max CPU %,Phase 2,535.00
HighCompute,Besu - Lighthouse,Max CPU % per node,Phase 1,123.50
HighCompute,Equalweight - Lighthouse,Max CPU % per node,Phase 1,41.83
HighCompute,Geth - Lighthouse,Max CPU % per node,Phase 1,14.83
HighCompute,Mainnet - Lighthouse,Max CPU % per node,Phase 1,25.50
HighCompute,Nethermind - Lighthouse,Max CPU % per node,Phase 1,40.25
HighCompute,Besu - Lighthouse,Max CPU % per node,Phase 2,154.83
HighCompute,Equalweight - Lighthouse,Max CPU % per node,Phase 2,99.66
HighCompute,Geth - Lighthouse,Max CPU % per node,Phase 2,116.16
HighCompute,Mainnet - Lighthouse,Max CPU % per node,Phase 2,81.08
HighCompute,Nethermind - Lighthouse,Max CPU % per node,Phase 2,44.58
HighCompute,Besu - Lighthouse,Max Gas Gwei,Phase 1,200.76
HighCompute,Equalweight - Lighthouse,Max Gas Gwei,Phase 1,100.04
HighCompute,Geth - Lighthouse,Max Gas Gwei,Phase 1,100.04
HighCompute,Mainnet - Lighthouse,Max Gas Gwei,Phase 1,100.03
HighCompute,Nethermind - Lighthouse,Max Gas Gwei,Phase 1,200.76
HighCompute,Besu - Lighthouse,Max Gas Gwei,Phase 2,2.42
HighCompute,Equalweight - Lighthouse,Max Gas Gwei,Phase 2,2.40
HighCompute,Geth - Lighthouse,Max Gas Gwei,Phase 2,2.78
HighCompute,Mainnet - Lighthouse,Max Gas Gwei,Phase 2,2.51
HighCompute,Nethermind - Lighthouse,Max Gas Gwei,Phase 2,2.73
HighCompute,Besu - Lighthouse,Max Latency ms,Phase 1,26858.00
HighCompute,Equalweight - Lighthouse,Max Latency ms,Phase 1,14200.00
HighCompute,Geth - Lighthouse,Max Latency ms,Phase 1,14356.00
HighCompute,Mainnet - Lighthouse,Max Latency ms,Phase 1,14204.00
HighCompute,Nethermind - Lighthouse,Max Latency ms,Phase 1,71999.00
HighCompute,Besu - Lighthouse,Max Latency ms,Phase 2,320207.00
HighCompute,Equalweight - Lighthouse,Max Latency ms,Phase 2,213965.00
HighCompute,Geth - Lighthouse,Max Latency ms,Phase 2,134209.00
HighCompute,Mainnet - Lighthouse,Max Latency ms,Phase 2,179794.00
HighCompute,Nethermind - Lighthouse,Max Latency ms,Phase 2,132458.00
HighCompute,Besu - Lighthouse,Max Net RX MB/s,Phase 1,7.94
HighCompute,Equalweight - Lighthouse,Max Net RX MB/s,Phase 1,7.97
HighCompute,Geth - Lighthouse,Max Net RX MB/s,Phase 1,7.85
HighCompute,Mainnet - Lighthouse,Max Net RX MB/s,Phase 1,8.16
HighCompute,Nethermind - Lighthouse,Max Net RX MB/s,Phase 1,8.04
HighCompute,Besu - Lighthouse,Max Net RX MB/s,Phase 2,8.09
HighCompute,Equalweight - Lighthouse,Max Net RX MB/s,Phase 2,8.09
HighCompute,Geth - Lighthouse,Max Net RX MB/s,Phase 2,7.97
HighCompute,Mainnet - Lighthouse,Max Net RX MB/s,Phase 2,8.34
HighCompute,Nethermind - Lighthouse,Max Net RX MB/s,Phase 2,8.12
HighCompute,Besu - Lighthouse,Max Net TX MB/s,Phase 1,10.00
HighCompute,Equalweight - Lighthouse,Max Net TX MB/s,Phase 1,9.98
HighCompute,Geth - Lighthouse,Max Net TX MB/s,Phase 1,9.90
HighCompute,Mainnet - Lighthouse,Max Net TX MB/s,Phase 1,10.14
HighCompute,Nethermind - Lighthouse,Max Net TX MB/s,Phase 1,10.06
HighCompute,Besu - Lighthouse,Max Net TX MB/s,Phase 2,10.53
HighCompute,Equalweight - Lighthouse,Max Net TX MB/s,Phase 2,10.50
HighCompute,Geth - Lighthouse,Max Net TX MB/s,Phase 2,10.37
HighCompute,Mainnet - Lighthouse,Max Net TX MB/s,Phase 2,10.67
HighCompute,Nethermind - Lighthouse,Max Net TX MB/s,Phase 2,10.40
HighCompute,Besu - Lighthouse,Max RAM GB,Phase 1,9.90
HighCompute,Equalweight - Lighthouse,Max RAM GB,Phase 1,5.93
HighCompute,Geth - Lighthouse,Max RAM GB,Phase 1,1.95
HighCompute,Mainnet - Lighthouse,Max RAM GB,Phase 1,5.03
HighCompute,Nethermind - Lighthouse,Max RAM GB,Phase 1,7.50
HighCompute,Besu - Lighthouse,Max RAM GB,Phase 2,22.31
HighCompute,Equalweight - Lighthouse,Max RAM GB,Phase 2,8.41
HighCompute,Geth - Lighthouse,Max RAM GB,Phase 2,2.37
HighCompute,Mainnet - Lighthouse,Max RAM GB,Phase 2,5.96
HighCompute,Nethermind - Lighthouse,Max RAM GB,Phase 2,5.55
HighCompute,Besu - Lighthouse,Max RAM GB per node,Phase 1,0.8257
HighCompute,Equalweight - Lighthouse,Max RAM GB per node,Phase 1,0.4941
HighCompute,Geth - Lighthouse,Max RAM GB per node,Phase 1,0.1629
HighCompute,Mainnet - Lighthouse,Max RAM GB per node,Phase 1,0.4194
HighCompute,Nethermind - Lighthouse,Max RAM GB per node,Phase 1,0.6250
HighCompute,Besu - Lighthouse,Max RAM GB per node,Phase 2,1.85
HighCompute,Equalweight - Lighthouse,Max RAM GB per node,Phase 2,0.7015
HighCompute,Geth - Lighthouse,Max RAM GB per node,Phase 2,0.1981
HighCompute,Mainnet - Lighthouse,Max RAM GB per node,Phase 2,0.4974
HighCompute,Nethermind - Lighthouse,Max RAM GB per node,Phase 2,0.4626
HighCompute,Besu - Lighthouse,Max Spam Confirmed,Phase 1,150.00
HighCompute,Equalweight - Lighthouse,Max Spam Confirmed,Phase 1,171.00
HighCompute,Geth - Lighthouse,Max Spam Confirmed,Phase 1,151.00
HighCompute,Mainnet - Lighthouse,Max Spam Confirmed,Phase 1,171.00
HighCompute,Nethermind - Lighthouse,Max Spam Confirmed,Phase 1,150.00
HighCompute,Besu - Lighthouse,Max Spam Confirmed,Phase 2,1000.00
HighCompute,Equalweight - Lighthouse,Max Spam Confirmed,Phase 2,802.00
HighCompute,Geth - Lighthouse,Max Spam Confirmed,Phase 2,1000.00
HighCompute,Mainnet - Lighthouse,Max Spam Confirmed,Phase 2,1000.00
HighCompute,Nethermind - Lighthouse,Max Spam Confirmed,Phase 2,1000.00
HighCompute,Besu - Lighthouse,Max Spam Pending,Phase 1,39.00
HighCompute,Equalweight - Lighthouse,Max Spam Pending,Phase 1,58.00
HighCompute,Geth - Lighthouse,Max Spam Pending,Phase 1,59.00
HighCompute,Mainnet - Lighthouse,Max Spam Pending,Phase 1,64.00
HighCompute,Nethermind - Lighthouse,Max Spam Pending,Phase 1,26.00
HighCompute,Besu - Lighthouse,Max Spam Pending,Phase 2,1009.00
HighCompute,Equalweight - Lighthouse,Max Spam Pending,Phase 2,736.00
HighCompute,Geth - Lighthouse,Max Spam Pending,Phase 2,1009.00
HighCompute,Mainnet - Lighthouse,Max Spam Pending,Phase 2,1009.00
HighCompute,Nethermind - Lighthouse,Max Spam Pending,Phase 2,1009.00
HighCompute,Besu - Lighthouse,Max Spam Submitted,Phase 1,152.00
HighCompute,Equalweight - Lighthouse,Max Spam Submitted,Phase 1,152.00
HighCompute,Geth - Lighthouse,Max Spam Submitted,Phase 1,151.00
HighCompute,Mainnet - Lighthouse,Max Spam Submitted,Phase 1,152.00
HighCompute,Nethermind - Lighthouse,Max Spam Submitted,Phase 1,152.00
HighCompute,Besu - Lighthouse,Max Spam Submitted,Phase 2,189.00
HighCompute,Equalweight - Lighthouse,Max Spam Submitted,Phase 2,187.00
HighCompute,Geth - Lighthouse,Max Spam Submitted,Phase 2,155.00
HighCompute,Mainnet - Lighthouse,Max Spam Submitted,Phase 2,155.00
HighCompute,Nethermind - Lighthouse,Max Spam Submitted,Phase 2,155.00
HighCompute,Besu - Lighthouse,Median Block Gas Used %,Phase 1,11.40
HighCompute,Equalweight - Lighthouse,Median Block Gas Used %,Phase 1,11.40
HighCompute,Geth - Lighthouse,Median Block Gas Used %,Phase 1,11.40
HighCompute,Mainnet - Lighthouse,Median Block Gas Used %,Phase 1,11.27
HighCompute,Nethermind - Lighthouse,Median Block Gas Used %,Phase 1,11.40
HighCompute,Besu - Lighthouse,Median Block Gas Used %,Phase 2,100.00
HighCompute,Equalweight - Lighthouse,Median Block Gas Used %,Phase 2,100.00
HighCompute,Geth - Lighthouse,Median Block Gas Used %,Phase 2,100.00
HighCompute,Mainnet - Lighthouse,Median Block Gas Used %,Phase 2,100.00
HighCompute,Nethermind - Lighthouse,Median Block Gas Used %,Phase 2,100.00
HighCompute,Besu - Lighthouse,Median Block Size kB,Phase 1,21.21
HighCompute,Equalweight - Lighthouse,Median Block Size kB,Phase 1,21.11
HighCompute,Geth - Lighthouse,Median Block Size kB,Phase 1,21.23
HighCompute,Mainnet - Lighthouse,Median Block Size kB,Phase 1,20.80
HighCompute,Nethermind - Lighthouse,Median Block Size kB,Phase 1,21.22
HighCompute,Besu - Lighthouse,Median Block Size kB,Phase 2,0.7314
HighCompute,Equalweight - Lighthouse,Median Block Size kB,Phase 2,0.7441
HighCompute,Geth - Lighthouse,Median Block Size kB,Phase 2,0.7441
HighCompute,Mainnet - Lighthouse,Median Block Size kB,Phase 2,0.7441
HighCompute,Nethermind - Lighthouse,Median Block Size kB,Phase 2,0.7373
HighCompute,Besu - Lighthouse,Median CPU %,Phase 1,91.50
HighCompute,Equalweight - Lighthouse,Median CPU %,Phase 1,50.00
HighCompute,Geth - Lighthouse,Median CPU %,Phase 1,26.00
HighCompute,Mainnet - Lighthouse,Median CPU %,Phase 1,38.00
HighCompute,Nethermind - Lighthouse,Median CPU %,Phase 1,47.00
HighCompute,Besu - Lighthouse,Median CPU %,Phase 2,91.00
HighCompute,Equalweight - Lighthouse,Median CPU %,Phase 2,50.00
HighCompute,Geth - Lighthouse,Median CPU %,Phase 2,26.00
HighCompute,Mainnet - Lighthouse,Median CPU %,Phase 2,37.00
HighCompute,Nethermind - Lighthouse,Median CPU %,Phase 2,46.00
HighCompute,Besu - Lighthouse,Median CPU % per node,Phase 1,7.62
HighCompute,Equalweight - Lighthouse,Median CPU % per node,Phase 1,4.16
HighCompute,Geth - Lighthouse,Median CPU % per node,Phase 1,2.16
HighCompute,Mainnet - Lighthouse,Median CPU % per node,Phase 1,3.16
HighCompute,Nethermind - Lighthouse,Median CPU % per node,Phase 1,3.91
HighCompute,Besu - Lighthouse,Median CPU % per node,Phase 2,7.58
HighCompute,Equalweight - Lighthouse,Median CPU % per node,Phase 2,4.16
HighCompute,Geth - Lighthouse,Median CPU % per node,Phase 2,2.16
HighCompute,Mainnet - Lighthouse,Median CPU % per node,Phase 2,3.08
HighCompute,Nethermind - Lighthouse,Median CPU % per node,Phase 2,3.83
HighCompute,Besu - Lighthouse,Median Gas Gwei,Phase 1,2.16
HighCompute,Equalweight - Lighthouse,Median Gas Gwei,Phase 1,2.14
HighCompute,Geth - Lighthouse,Median Gas Gwei,Phase 1,2.14
HighCompute,Mainnet - Lighthouse,Median Gas Gwei,Phase 1,2.08
HighCompute,Nethermind - Lighthouse,Median Gas Gwei,Phase 1,2.12
HighCompute,Besu - Lighthouse,Median Gas Gwei,Phase 2,2.13
HighCompute,Equalweight - Lighthouse,Median Gas Gwei,Phase 2,2.11
HighCompute,Geth - Lighthouse,Median Gas Gwei,Phase 2,2.15
HighCompute,Mainnet - Lighthouse,Median Gas Gwei,Phase 2,2.14
HighCompute,Nethermind - Lighthouse,Median Gas Gwei,Phase 2,2.16
HighCompute,Besu - Lighthouse,Median Latency ms,Phase 1,6872.00
HighCompute,Equalweight - Lighthouse,Median Latency ms,Phase 1,7449.00
HighCompute,Geth - Lighthouse,Median Latency ms,Phase 1,8115.00
HighCompute,Mainnet - Lighthouse,Median Latency ms,Phase 1,7295.50
HighCompute,Nethermind - Lighthouse,Median Latency ms,Phase 1,6380.00
HighCompute,Besu - Lighthouse,Median Latency ms,Phase 2,31790.00
HighCompute,Equalweight - Lighthouse,Median Latency ms,Phase 2,28157.50
HighCompute,Geth - Lighthouse,Median Latency ms,Phase 2,66541.50
HighCompute,Mainnet - Lighthouse,Median Latency ms,Phase 2,50746.50
HighCompute,Nethermind - Lighthouse,Median Latency ms,Phase 2,67049.00
HighCompute,Besu - Lighthouse,Median Net RX MB/s,Phase 1,4.56
HighCompute,Equalweight - Lighthouse,Median Net RX MB/s,Phase 1,4.43
HighCompute,Geth - Lighthouse,Median Net RX MB/s,Phase 1,4.26
HighCompute,Mainnet - Lighthouse,Median Net RX MB/s,Phase 1,4.12
HighCompute,Nethermind - Lighthouse,Median Net RX MB/s,Phase 1,4.18
HighCompute,Besu - Lighthouse,Median Net RX MB/s,Phase 2,8.00
HighCompute,Equalweight - Lighthouse,Median Net RX MB/s,Phase 2,8.03
HighCompute,Geth - Lighthouse,Median Net RX MB/s,Phase 2,7.90
HighCompute,Mainnet - Lighthouse,Median Net RX MB/s,Phase 2,8.26
HighCompute,Nethermind - Lighthouse,Median Net RX MB/s,Phase 2,8.01
HighCompute,Besu - Lighthouse,Median Net TX MB/s,Phase 1,5.73
HighCompute,Equalweight - Lighthouse,Median Net TX MB/s,Phase 1,5.59
HighCompute,Geth - Lighthouse,Median Net TX MB/s,Phase 1,5.41
HighCompute,Mainnet - Lighthouse,Median Net TX MB/s,Phase 1,5.16
HighCompute,Nethermind - Lighthouse,Median Net TX MB/s,Phase 1,5.23
HighCompute,Besu - Lighthouse,Median Net TX MB/s,Phase 2,10.32
HighCompute,Equalweight - Lighthouse,Median Net TX MB/s,Phase 2,10.35
HighCompute,Geth - Lighthouse,Median Net TX MB/s,Phase 2,10.18
HighCompute,Mainnet - Lighthouse,Median Net TX MB/s,Phase 2,10.52
HighCompute,Nethermind - Lighthouse,Median Net TX MB/s,Phase 2,10.29
HighCompute,Besu - Lighthouse,Median RAM GB,Phase 1,8.38
HighCompute,Equalweight - Lighthouse,Median RAM GB,Phase 1,5.66
HighCompute,Geth - Lighthouse,Median RAM GB,Phase 1,1.63
HighCompute,Mainnet - Lighthouse,Median RAM GB,Phase 1,4.45
HighCompute,Nethermind - Lighthouse,Median RAM GB,Phase 1,6.98
HighCompute,Besu - Lighthouse,Median RAM GB,Phase 2,21.46
HighCompute,Equalweight - Lighthouse,Median RAM GB,Phase 2,7.92
HighCompute,Geth - Lighthouse,Median RAM GB,Phase 2,2.19
HighCompute,Mainnet - Lighthouse,Median RAM GB,Phase 2,5.56
HighCompute,Nethermind - Lighthouse,Median RAM GB,Phase 2,5.34
HighCompute,Besu - Lighthouse,Median RAM GB per node,Phase 1,0.6987
HighCompute,Equalweight - Lighthouse,Median RAM GB per node,Phase 1,0.4719
HighCompute,Geth - Lighthouse,Median RAM GB per node,Phase 1,0.1361
HighCompute,Mainnet - Lighthouse,Median RAM GB per node,Phase 1,0.3716
HighCompute,Nethermind - Lighthouse,Median RAM GB per node,Phase 1,0.5817
HighCompute,Besu - Lighthouse,Median RAM GB per node,Phase 2,1.78
HighCompute,Equalweight - Lighthouse,Median RAM GB per node,Phase 2,0.6603
HighCompute,Geth - Lighthouse,Median RAM GB per node,Phase 2,0.1831
HighCompute,Mainnet - Lighthouse,Median RAM GB per node,Phase 2,0.4633
HighCompute,Nethermind - Lighthouse,Median RAM GB per node,Phase 2,0.4454
HighCompute,Besu - Lighthouse,Median Spam Confirmed,Phase 1,150.00
HighCompute,Equalweight - Lighthouse,Median Spam Confirmed,Phase 1,149.00
HighCompute,Geth - Lighthouse,Median Spam Confirmed,Phase 1,150.00
HighCompute,Mainnet - Lighthouse,Median Spam Confirmed,Phase 1,148.00
HighCompute,Nethermind - Lighthouse,Median Spam Confirmed,Phase 1,150.00
HighCompute,Besu - Lighthouse,Median Spam Confirmed,Phase 2,1.00
HighCompute,Equalweight - Lighthouse,Median Spam Confirmed,Phase 2,1.00
HighCompute,Geth - Lighthouse,Median Spam Confirmed,Phase 2,1.00
HighCompute,Mainnet - Lighthouse,Median Spam Confirmed,Phase 2,1.00
HighCompute,Nethermind - Lighthouse,Median Spam Confirmed,Phase 2,1.00
HighCompute,Besu - Lighthouse,Median Spam Pending,Phase 1,31.00
HighCompute,Equalweight - Lighthouse,Median Spam Pending,Phase 1,49.00
HighCompute,Geth - Lighthouse,Median Spam Pending,Phase 1,53.00
HighCompute,Mainnet - Lighthouse,Median Spam Pending,Phase 1,27.00
HighCompute,Nethermind - Lighthouse,Median Spam Pending,Phase 1,18.00
HighCompute,Besu - Lighthouse,Median Spam Pending,Phase 2,351.00
HighCompute,Equalweight - Lighthouse,Median Spam Pending,Phase 2,337.00
HighCompute,Geth - Lighthouse,Median Spam Pending,Phase 2,500.00
HighCompute,Mainnet - Lighthouse,Median Spam Pending,Phase 2,471.00
HighCompute,Nethermind - Lighthouse,Median Spam Pending,Phase 2,486.00
HighCompute,Besu - Lighthouse,Median Spam Submitted,Phase 1,150.00
HighCompute,Equalweight - Lighthouse,Median Spam Submitted,Phase 1,150.00
HighCompute,Geth - Lighthouse,Median Spam Submitted,Phase 1,150.00
HighCompute,Mainnet - Lighthouse,Median Spam Submitted,Phase 1,150.00
HighCompute,Nethermind - Lighthouse,Median Spam Submitted,Phase 1,150.00
HighCompute,Besu - Lighthouse,Median Spam Submitted,Phase 2,150.00
HighCompute,Equalweight - Lighthouse,Median Spam Submitted,Phase 2,151.00
HighCompute,Geth - Lighthouse,Median Spam Submitted,Phase 2,104.00
HighCompute,Mainnet - Lighthouse,Median Spam Submitted,Phase 2,149.00
HighCompute,Nethermind - Lighthouse,Median Spam Submitted,Phase 2,103.00
HighCompute,Besu - Lighthouse,Min Block Gas Used %,Phase 1,0.0000
HighCompute,Equalweight - Lighthouse,Min Block Gas Used %,Phase 1,0.0000
HighCompute,Geth - Lighthouse,Min Block Gas Used %,Phase 1,0.0000
HighCompute,Mainnet - Lighthouse,Min Block Gas Used %,Phase 1,0.0000
HighCompute,Nethermind - Lighthouse,Min Block Gas Used %,Phase 1,0.0000
HighCompute,Besu - Lighthouse,Min Block Gas Used %,Phase 2,9.65
HighCompute,Equalweight - Lighthouse,Min Block Gas Used %,Phase 2,11.27
HighCompute,Geth - Lighthouse,Min Block Gas Used %,Phase 2,11.40
HighCompute,Mainnet - Lighthouse,Min Block Gas Used %,Phase 2,10.64
HighCompute,Nethermind - Lighthouse,Min Block Gas Used %,Phase 2,11.40
HighCompute,Besu - Lighthouse,Min Block Size kB,Phase 1,0.6132
HighCompute,Equalweight - Lighthouse,Min Block Size kB,Phase 1,0.6191
HighCompute,Geth - Lighthouse,Min Block Size kB,Phase 1,0.6259
HighCompute,Mainnet - Lighthouse,Min Block Size kB,Phase 1,0.6191
HighCompute,Nethermind - Lighthouse,Min Block Size kB,Phase 1,0.6191
HighCompute,Besu - Lighthouse,Min Block Size kB,Phase 2,0.7304
HighCompute,Equalweight - Lighthouse,Min Block Size kB,Phase 2,0.7314
HighCompute,Geth - Lighthouse,Min Block Size kB,Phase 2,0.7431
HighCompute,Mainnet - Lighthouse,Min Block Size kB,Phase 2,0.7314
HighCompute,Nethermind - Lighthouse,Min Block Size kB,Phase 2,0.7363
HighCompute,Besu - Lighthouse,Min CPU %,Phase 1,0.0000
HighCompute,Equalweight - Lighthouse,Min CPU %,Phase 1,0.0000
HighCompute,Geth - Lighthouse,Min CPU %,Phase 1,0.0000
HighCompute,Mainnet - Lighthouse,Min CPU %,Phase 1,0.0000
HighCompute,Nethermind - Lighthouse,Min CPU %,Phase 1,0.0000
HighCompute,Besu - Lighthouse,Min CPU %,Phase 2,17.00
HighCompute,Equalweight - Lighthouse,Min CPU %,Phase 2,14.00
HighCompute,Geth - Lighthouse,Min CPU %,Phase 2,5.00
HighCompute,Mainnet - Lighthouse,Min CPU %,Phase 2,13.00
HighCompute,Nethermind - Lighthouse,Min CPU %,Phase 2,17.00
HighCompute,Besu - Lighthouse,Min CPU % per node,Phase 1,0.0000
HighCompute,Equalweight - Lighthouse,Min CPU % per node,Phase 1,0.0000
HighCompute,Geth - Lighthouse,Min CPU % per node,Phase 1,0.0000
HighCompute,Mainnet - Lighthouse,Min CPU % per node,Phase 1,0.0000
HighCompute,Nethermind - Lighthouse,Min CPU % per node,Phase 1,0.0000
HighCompute,Besu - Lighthouse,Min CPU % per node,Phase 2,1.41
HighCompute,Equalweight - Lighthouse,Min CPU % per node,Phase 2,1.16
HighCompute,Geth - Lighthouse,Min CPU % per node,Phase 2,0.4166
HighCompute,Mainnet - Lighthouse,Min CPU % per node,Phase 2,1.08
HighCompute,Nethermind - Lighthouse,Min CPU % per node,Phase 2,1.41
HighCompute,Besu - Lighthouse,Min Gas Gwei,Phase 1,2.04
HighCompute,Equalweight - Lighthouse,Min Gas Gwei,Phase 1,2.03
HighCompute,Geth - Lighthouse,Min Gas Gwei,Phase 1,2.03
HighCompute,Mainnet - Lighthouse,Min Gas Gwei,Phase 1,2.03
HighCompute,Nethermind - Lighthouse,Min Gas Gwei,Phase 1,2.03
HighCompute,Besu - Lighthouse,Min Gas Gwei,Phase 2,2.03
HighCompute,Equalweight - Lighthouse,Min Gas Gwei,Phase 2,2.03
HighCompute,Geth - Lighthouse,Min Gas Gwei,Phase 2,2.03
HighCompute,Mainnet - Lighthouse,Min Gas Gwei,Phase 2,2.02
HighCompute,Nethermind - Lighthouse,Min Gas Gwei,Phase 2,2.02
HighCompute,Besu - Lighthouse,Min Latency ms,Phase 1,706.00
HighCompute,Equalweight - Lighthouse,Min Latency ms,Phase 1,65.00
HighCompute,Geth - Lighthouse,Min Latency ms,Phase 1,2118.00
HighCompute,Mainnet - Lighthouse,Min Latency ms,Phase 1,518.00
HighCompute,Nethermind - Lighthouse,Min Latency ms,Phase 1,448.00
HighCompute,Besu - Lighthouse,Min Latency ms,Phase 2,739.00
HighCompute,Equalweight - Lighthouse,Min Latency ms,Phase 2,692.00
HighCompute,Geth - Lighthouse,Min Latency ms,Phase 2,2269.00
HighCompute,Mainnet - Lighthouse,Min Latency ms,Phase 2,504.00
HighCompute,Nethermind - Lighthouse,Min Latency ms,Phase 2,472.00
HighCompute,Besu - Lighthouse,Min Net RX MB/s,Phase 1,0.0212
HighCompute,Equalweight - Lighthouse,Min Net RX MB/s,Phase 1,0.0200
HighCompute,Geth - Lighthouse,Min Net RX MB/s,Phase 1,0.0155
HighCompute,Mainnet - Lighthouse,Min Net RX MB/s,Phase 1,0.0046
HighCompute,Nethermind - Lighthouse,Min Net RX MB/s,Phase 1,0.0011
HighCompute,Besu - Lighthouse,Min Net RX MB/s,Phase 2,7.88
HighCompute,Equalweight - Lighthouse,Min Net RX MB/s,Phase 2,7.92
HighCompute,Geth - Lighthouse,Min Net RX MB/s,Phase 2,7.85
HighCompute,Mainnet - Lighthouse,Min Net RX MB/s,Phase 2,8.16
HighCompute,Nethermind - Lighthouse,Min Net RX MB/s,Phase 2,7.83
HighCompute,Besu - Lighthouse,Min Net TX MB/s,Phase 1,0.1314
HighCompute,Equalweight - Lighthouse,Min Net TX MB/s,Phase 1,0.1740
HighCompute,Geth - Lighthouse,Min Net TX MB/s,Phase 1,0.1499
HighCompute,Mainnet - Lighthouse,Min Net TX MB/s,Phase 1,0.0261
HighCompute,Nethermind - Lighthouse,Min Net TX MB/s,Phase 1,0.0105
HighCompute,Besu - Lighthouse,Min Net TX MB/s,Phase 2,10.00
HighCompute,Equalweight - Lighthouse,Min Net TX MB/s,Phase 2,10.07
HighCompute,Geth - Lighthouse,Min Net TX MB/s,Phase 2,9.95
HighCompute,Mainnet - Lighthouse,Min Net TX MB/s,Phase 2,10.17
HighCompute,Nethermind - Lighthouse,Min Net TX MB/s,Phase 2,10.08
HighCompute,Besu - Lighthouse,Min RAM GB,Phase 1,6.29
HighCompute,Equalweight - Lighthouse,Min RAM GB,Phase 1,4.76
HighCompute,Geth - Lighthouse,Min RAM GB,Phase 1,0.8407
HighCompute,Mainnet - Lighthouse,Min RAM GB,Phase 1,4.17
HighCompute,Nethermind - Lighthouse,Min RAM GB,Phase 1,4.85
HighCompute,Besu - Lighthouse,Min RAM GB,Phase 2,9.41
HighCompute,Equalweight - Lighthouse,Min RAM GB,Phase 2,5.37
HighCompute,Geth - Lighthouse,Min RAM GB,Phase 2,1.95
HighCompute,Mainnet - Lighthouse,Min RAM GB,Phase 2,4.44
HighCompute,Nethermind - Lighthouse,Min RAM GB,Phase 2,5.12
HighCompute,Besu - Lighthouse,Min RAM GB per node,Phase 1,0.5246
HighCompute,Equalweight - Lighthouse,Min RAM GB per node,Phase 1,0.3973
HighCompute,Geth - Lighthouse,Min RAM GB per node,Phase 1,0.0700
HighCompute,Mainnet - Lighthouse,Min RAM GB per node,Phase 1,0.3481
HighCompute,Nethermind - Lighthouse,Min RAM GB per node,Phase 1,0.4042
HighCompute,Besu - Lighthouse,Min RAM GB per node,Phase 2,0.7849
HighCompute,Equalweight - Lighthouse,Min RAM GB per node,Phase 2,0.4478
HighCompute,Geth - Lighthouse,Min RAM GB per node,Phase 2,0.1629
HighCompute,Mainnet - Lighthouse,Min RAM GB per node,Phase 2,0.3701
HighCompute,Nethermind - Lighthouse,Min RAM GB per node,Phase 2,0.4274
HighCompute,Besu - Lighthouse,Min Spam Confirmed,Phase 1,0.0000
HighCompute,Equalweight - Lighthouse,Min Spam Confirmed,Phase 1,0.0000
HighCompute,Geth - Lighthouse,Min Spam Confirmed,Phase 1,0.0000
HighCompute,Mainnet - Lighthouse,Min Spam Confirmed,Phase 1,0.0000
HighCompute,Nethermind - Lighthouse,Min Spam Confirmed,Phase 1,0.0000
HighCompute,Besu - Lighthouse,Min Spam Confirmed,Phase 2,1.00
HighCompute,Equalweight - Lighthouse,Min Spam Confirmed,Phase 2,1.00
HighCompute,Geth - Lighthouse,Min Spam Confirmed,Phase 2,1.00
HighCompute,Mainnet - Lighthouse,Min Spam Confirmed,Phase 2,1.00
HighCompute,Nethermind - Lighthouse,Min Spam Confirmed,Phase 2,1.00
HighCompute,Besu - Lighthouse,Min Spam Pending,Phase 1,0.0000
HighCompute,Equalweight - Lighthouse,Min Spam Pending,Phase 1,0.0000
HighCompute,Geth - Lighthouse,Min Spam Pending,Phase 1,0.0000
HighCompute,Mainnet - Lighthouse,Min Spam Pending,Phase 1,0.0000
HighCompute,Nethermind - Lighthouse,Min Spam Pending,Phase 1,0.0000
HighCompute,Besu - Lighthouse,Min Spam Pending,Phase 2,10.00
HighCompute,Equalweight - Lighthouse,Min Spam Pending,Phase 2,9.00
HighCompute,Geth - Lighthouse,Min Spam Pending,Phase 2,14.00
HighCompute,Mainnet - Lighthouse,Min Spam Pending,Phase 2,11.00
HighCompute,Nethermind - Lighthouse,Min Spam Pending,Phase 2,14.00
HighCompute,Besu - Lighthouse,Min Spam Submitted,Phase 1,0.0000
HighCompute,Equalweight - Lighthouse,Min Spam Submitted,Phase 1,0.0000
HighCompute,Geth - Lighthouse,Min Spam Submitted,Phase 1,0.0000
HighCompute,Mainnet - Lighthouse,Min Spam Submitted,Phase 1,0.0000
HighCompute,Nethermind - Lighthouse,Min Spam Submitted,Phase 1,0.0000
HighCompute,Besu - Lighthouse,Min Spam Submitted,Phase 2,1.00
HighCompute,Equalweight - Lighthouse,Min Spam Submitted,Phase 2,0.0000
HighCompute,Geth - Lighthouse,Min Spam Submitted,Phase 2,0.0000
HighCompute,Mainnet - Lighthouse,Min Spam Submitted,Phase 2,0.0000
HighCompute,Nethermind - Lighthouse,Min Spam Submitted,Phase 2,0.0000
HighCompute,Besu - Lighthouse,TPS,Phase 1,11.91
HighCompute,Equalweight - Lighthouse,TPS,Phase 1,11.40
HighCompute,Geth - Lighthouse,TPS,Phase 1,11.40
HighCompute,Mainnet - Lighthouse,TPS,Phase 1,8.87
