Test,Client,Metric,Phase,Value
MaxTx,Besu - Lighthouse,Max Block Gas Used %,Phase 1,89.73
MaxTx,Equalweight - Lighthouse,Max Block Gas Used %,Phase 1,98.92
MaxTx,Geth - Lighthouse,Max Block Gas Used %,Phase 1,99.96
MaxTx,Mainnet - Lighthouse,Max Block Gas Used %,Phase 1,98.12
MaxTx,Nethermind - Lighthouse,Max Block Gas Used %,Phase 1,98.56
MaxTx,Besu - Lighthouse,Max Block Gas Used %,Phase 2,99.99
MaxTx,Equalweight - Lighthouse,Max Block Gas Used %,Phase 2,99.99
MaxTx,Geth - Lighthouse,Max Block Gas Used %,Phase 2,99.98
MaxTx,Mainnet - Lighthouse,Max Block Gas Used %,Phase 2,99.99
MaxTx,Nethermind - Lighthouse,Max Block Gas Used %,Phase 2,62.41
MaxTx,Besu - Lighthouse,Max Block Size kB,Phase 1,54.98
MaxTx,Equalweight - Lighthouse,Max Block Size kB,Phase 1,239.12
MaxTx,Geth - Lighthouse,Max Block Size kB,Phase 1,242.16
MaxTx,Mainnet - Lighthouse,Max Block Size kB,Phase 1,238.53
MaxTx,Nethermind - Lighthouse,Max Block Size kB,Phase 1,238.86
MaxTx,Besu - Lighthouse,Max Block Size kB,Phase 2,247.42
MaxTx,Equalweight - Lighthouse,Max Block Size kB,Phase 2,247.43
MaxTx,Geth - Lighthouse,Max Block Size kB,Phase 2,243.68
MaxTx,Mainnet - Lighthouse,Max Block Size kB,Phase 2,247.44
MaxTx,Nethermind - Lighthouse,Max Block Size kB,Phase 2,145.80
MaxTx,Besu - Lighthouse,Max CPU %,Phase 1,1825.00
MaxTx,Equalweight - Lighthouse,Max CPU %,Phase 1,849.00
MaxTx,Geth - Lighthouse,Max CPU %,Phase 1,355.00
MaxTx,Mainnet - Lighthouse,Max CPU %,Phase 1,588.00
MaxTx,Nethermind - Lighthouse,Max CPU %,Phase 1,954.00
MaxTx,Besu - Lighthouse,Max CPU %,Phase 2,1856.00
MaxTx,Equalweight - Lighthouse,Max CPU %,Phase 2,1576.00
MaxTx,Geth - Lighthouse,Max CPU %,Phase 2,1207.00
MaxTx,Mainnet - Lighthouse,Max CPU %,Phase 2,1168.00
MaxTx,Nethermind - Lighthouse,Max CPU %,Phase 2,944.00
MaxTx,Besu - Lighthouse,Max CPU % per node,Phase 1,152.08
MaxTx,Equalweight - Lighthouse,Max CPU % per node,Phase 1,70.75
MaxTx,Geth - Lighthouse,Max CPU % per node,Phase 1,29.58
MaxTx,Mainnet - Lighthouse,Max CPU % per node,Phase 1,49.00
MaxTx,Nethermind - Lighthouse,Max CPU % per node,Phase 1,79.50
MaxTx,Besu - Lighthouse,Max CPU % per node,Phase 2,154.66
MaxTx,Equalweight - Lighthouse,Max CPU % per node,Phase 2,131.33
MaxTx,Geth - Lighthouse,Max CPU % per node,Phase 2,100.58
MaxTx,Mainnet - Lighthouse,Max CPU % per node,Phase 2,97.33
MaxTx,Nethermind - Lighthouse,Max CPU % per node,Phase 2,78.66
MaxTx,Besu - Lighthouse,Max Gas Gwei,Phase 1,200.76
MaxTx,Equalweight - Lighthouse,Max Gas Gwei,Phase 1,100.04
MaxTx,Geth - Lighthouse,Max Gas Gwei,Phase 1,200.76
MaxTx,Mainnet - Lighthouse,Max Gas Gwei,Phase 1,100.04
MaxTx,Nethermind - Lighthouse,Max Gas Gwei,Phase 1,200.76
MaxTx,Besu - Lighthouse,Max Gas Gwei,Phase 2,3.94
MaxTx,Equalweight - Lighthouse,Max Gas Gwei,Phase 2,2.35
MaxTx,Geth - Lighthouse,Max Gas Gwei,Phase 2,4.33
MaxTx,Mainnet - Lighthouse,Max Gas Gwei,Phase 2,2.39
MaxTx,Nethermind - Lighthouse,Max Gas Gwei,Phase 2,2.04
MaxTx,Besu - Lighthouse,Max Latency ms,Phase 1,26646.00
MaxTx,Equalweight - Lighthouse,Max Latency ms,Phase 1,14214.00
MaxTx,Geth - Lighthouse,Max Latency ms,Phase 1,46055.00
MaxTx,Mainnet - Lighthouse,Max Latency ms,Phase 1,14380.00
MaxTx,Nethermind - Lighthouse,Max Latency ms,Phase 1,71758.00
MaxTx,Besu - Lighthouse,Max Latency ms,Phase 2,212608.00
MaxTx,Equalweight - Lighthouse,Max Latency ms,Phase 2,99750.00
MaxTx,Geth - Lighthouse,Max Latency ms,Phase 2,31057.00
MaxTx,Mainnet - Lighthouse,Max Latency ms,Phase 2,77652.00
MaxTx,Nethermind - Lighthouse,Max Latency ms,Phase 2,131255.00
MaxTx,Besu - Lighthouse,Max Net RX MB/s,Phase 1,8.39
MaxTx,Equalweight - Lighthouse,Max Net RX MB/s,Phase 1,7.77
MaxTx,Geth - Lighthouse,Max Net RX MB/s,Phase 1,7.99
MaxTx,Mainnet - Lighthouse,Max Net RX MB/s,Phase 1,7.97
MaxTx,Nethermind - Lighthouse,Max Net RX MB/s,Phase 1,7.94
MaxTx,Besu - Lighthouse,Max Net RX MB/s,Phase 2,11.36
MaxTx,Equalweight - Lighthouse,Max Net RX MB/s,Phase 2,9.73
MaxTx,Geth - Lighthouse,Max Net RX MB/s,Phase 2,10.64
MaxTx,Mainnet - Lighthouse,Max Net RX MB/s,Phase 2,10.03
MaxTx,Nethermind - Lighthouse,Max Net RX MB/s,Phase 2,8.74
MaxTx,Besu - Lighthouse,Max Net TX MB/s,Phase 1,10.49
MaxTx,Equalweight - Lighthouse,Max Net TX MB/s,Phase 1,9.80
MaxTx,Geth - Lighthouse,Max Net TX MB/s,Phase 1,10.02
MaxTx,Mainnet - Lighthouse,Max Net TX MB/s,Phase 1,10.02
MaxTx,Nethermind - Lighthouse,Max Net TX MB/s,Phase 1,9.98
MaxTx,Besu - Lighthouse,Max Net TX MB/s,Phase 2,17.48
MaxTx,Equalweight - Lighthouse,Max Net TX MB/s,Phase 2,15.07
MaxTx,Geth - Lighthouse,Max Net TX MB/s,Phase 2,16.70
MaxTx,Mainnet - Lighthouse,Max Net TX MB/s,Phase 2,15.55
MaxTx,Nethermind - Lighthouse,Max Net TX MB/s,Phase 2,12.69
MaxTx,Besu - Lighthouse,Max RAM GB,Phase 1,11.51
MaxTx,Equalweight - Lighthouse,Max RAM GB,Phase 1,5.79
MaxTx,Geth - Lighthouse,Max RAM GB,Phase 1,2.04
MaxTx,Mainnet - Lighthouse,Max RAM GB,Phase 1,4.99
MaxTx,Nethermind - Lighthouse,Max RAM GB,Phase 1,7.40
MaxTx,Besu - Lighthouse,Max RAM GB,Phase 2,18.57
MaxTx,Equalweight - Lighthouse,Max RAM GB,Phase 2,10.54
MaxTx,Geth - Lighthouse,Max RAM GB,Phase 2,7.48
MaxTx,Mainnet - Lighthouse,Max RAM GB,Phase 2,9.33
MaxTx,Nethermind - Lighthouse,Max RAM GB,Phase 2,8.52
MaxTx,Besu - Lighthouse,Max RAM GB per node,Phase 1,0.9598
MaxTx,Equalweight - Lighthouse,Max RAM GB per node,Phase 1,0.4832
MaxTx,Geth - Lighthouse,Max RAM GB per node,Phase 1,0.1705
MaxTx,Mainnet - Lighthouse,Max RAM GB per node,Phase 1,0.4162
MaxTx,Nethermind - Lighthouse,Max RAM GB per node,Phase 1,0.6167
MaxTx,Besu - Lighthouse,Max RAM GB per node,Phase 2,1.54
MaxTx,Equalweight - Lighthouse,Max RAM GB per node,Phase 2,0.8786
MaxTx,Geth - Lighthouse,Max RAM GB per node,Phase 2,0.6239
MaxTx,Mainnet - Lighthouse,Max RAM GB per node,Phase 2,0.7781
MaxTx,Nethermind - Lighthouse,Max RAM GB per node,Phase 2,0.7100
MaxTx,Besu - Lighthouse,Max Spam Confirmed,Phase 1,151.00
MaxTx,Equalweight - Lighthouse,Max Spam Confirmed,Phase 1,2048.00
MaxTx,Geth - Lighthouse,Max Spam Confirmed,Phase 1,2076.00
MaxTx,Mainnet - Lighthouse,Max Spam Confirmed,Phase 1,2048.00
MaxTx,Nethermind - Lighthouse,Max Spam Confirmed,Phase 1,2048.00
MaxTx,Besu - Lighthouse,Max Spam Confirmed,Phase 2,2142.00
MaxTx,Equalweight - Lighthouse,Max Spam Confirmed,Phase 2,2142.00
MaxTx,Geth - Lighthouse,Max Spam Confirmed,Phase 2,2095.00
MaxTx,Mainnet - Lighthouse,Max Spam Confirmed,Phase 2,2142.00
MaxTx,Nethermind - Lighthouse,Max Spam Confirmed,Phase 2,1226.00
MaxTx,Besu - Lighthouse,Max Spam Pending,Phase 1,42.00
MaxTx,Equalweight - Lighthouse,Max Spam Pending,Phase 1,2187.00
MaxTx,Geth - Lighthouse,Max Spam Pending,Phase 1,2181.00
MaxTx,Mainnet - Lighthouse,Max Spam Pending,Phase 1,2159.00
MaxTx,Nethermind - Lighthouse,Max Spam Pending,Phase 1,2181.00
MaxTx,Besu - Lighthouse,Max Spam Pending,Phase 2,3071.00
MaxTx,Equalweight - Lighthouse,Max Spam Pending,Phase 2,4159.00
MaxTx,Geth - Lighthouse,Max Spam Pending,Phase 2,2431.00
MaxTx,Mainnet - Lighthouse,Max Spam Pending,Phase 2,4202.00
MaxTx,Nethermind - Lighthouse,Max Spam Pending,Phase 2,4038.00
MaxTx,Besu - Lighthouse,Max Spam Submitted,Phase 1,152.00
MaxTx,Equalweight - Lighthouse,Max Spam Submitted,Phase 1,4190.00
MaxTx,Geth - Lighthouse,Max Spam Submitted,Phase 1,4224.00
MaxTx,Mainnet - Lighthouse,Max Spam Submitted,Phase 1,4192.00
MaxTx,Nethermind - Lighthouse,Max Spam Submitted,Phase 1,4197.00
MaxTx,Besu - Lighthouse,Max Spam Submitted,Phase 2,3713.00
MaxTx,Equalweight - Lighthouse,Max Spam Submitted,Phase 2,2268.00
MaxTx,Geth - Lighthouse,Max Spam Submitted,Phase 2,2172.00
MaxTx,Mainnet - Lighthouse,Max Spam Submitted,Phase 2,2319.00
MaxTx,Nethermind - Lighthouse,Max Spam Submitted,Phase 2,2054.00
MaxTx,Besu - Lighthouse,Median Block Gas Used %,Phase 1,11.40
MaxTx,Equalweight - Lighthouse,Median Block Gas Used %,Phase 1,11.40
MaxTx,Geth - Lighthouse,Median Block Gas Used %,Phase 1,11.40
MaxTx,Mainnet - Lighthouse,Median Block Gas Used %,Phase 1,11.40
MaxTx,Nethermind - Lighthouse,Median Block Gas Used %,Phase 1,11.40
MaxTx,Besu - Lighthouse,Median Block Gas Used %,Phase 2,99.99
MaxTx,Equalweight - Lighthouse,Median Block Gas Used %,Phase 2,99.96
MaxTx,Geth - Lighthouse,Median Block Gas Used %,Phase 2,99.97
MaxTx,Mainnet - Lighthouse,Median Block Gas Used %,Phase 2,99.96
MaxTx,Nethermind - Lighthouse,Median Block Gas Used %,Phase 2,42.06
MaxTx,Besu - Lighthouse,Median Block Size kB,Phase 1,21.21
MaxTx,Equalweight - Lighthouse,Median Block Size kB,Phase 1,21.22
MaxTx,Geth - Lighthouse,Median Block Size kB,Phase 1,21.23
MaxTx,Mainnet - Lighthouse,Median Block Size kB,Phase 1,21.21
MaxTx,Nethermind - Lighthouse,Median Block Size kB,Phase 1,21.22
MaxTx,Besu - Lighthouse,Median Block Size kB,Phase 2,240.23
MaxTx,Equalweight - Lighthouse,Median Block Size kB,Phase 2,235.16
MaxTx,Geth - Lighthouse,Median Block Size kB,Phase 2,239.76
MaxTx,Mainnet - Lighthouse,Median Block Size kB,Phase 2,239.09
MaxTx,Nethermind - Lighthouse,Median Block Size kB,Phase 2,96.92
MaxTx,Besu - Lighthouse,Median CPU %,Phase 1,93.00
MaxTx,Equalweight - Lighthouse,Median CPU %,Phase 1,52.00
MaxTx,Geth - Lighthouse,Median CPU %,Phase 1,26.00
MaxTx,Mainnet - Lighthouse,Median CPU %,Phase 1,40.00
MaxTx,Nethermind - Lighthouse,Median CPU %,Phase 1,49.00
MaxTx,Besu - Lighthouse,Median CPU %,Phase 2,774.50
MaxTx,Equalweight - Lighthouse,Median CPU %,Phase 2,212.00
MaxTx,Geth - Lighthouse,Median CPU %,Phase 2,320.00
MaxTx,Mainnet - Lighthouse,Median CPU %,Phase 2,234.50
MaxTx,Nethermind - Lighthouse,Median CPU %,Phase 2,55.00
MaxTx,Besu - Lighthouse,Median CPU % per node,Phase 1,7.75
MaxTx,Equalweight - Lighthouse,Median CPU % per node,Phase 1,4.33
MaxTx,Geth - Lighthouse,Median CPU % per node,Phase 1,2.16
MaxTx,Mainnet - Lighthouse,Median CPU % per node,Phase 1,3.33
MaxTx,Nethermind - Lighthouse,Median CPU % per node,Phase 1,4.08
MaxTx,Besu - Lighthouse,Median CPU % per node,Phase 2,64.54
MaxTx,Equalweight - Lighthouse,Median CPU % per node,Phase 2,17.66
MaxTx,Geth - Lighthouse,Median CPU % per node,Phase 2,26.66
MaxTx,Mainnet - Lighthouse,Median CPU % per node,Phase 2,19.54
MaxTx,Nethermind - Lighthouse,Median CPU % per node,Phase 2,4.58
MaxTx,Besu - Lighthouse,Median Gas Gwei,Phase 1,2.16
MaxTx,Equalweight - Lighthouse,Median Gas Gwei,Phase 1,2.08
MaxTx,Geth - Lighthouse,Median Gas Gwei,Phase 1,2.08
MaxTx,Mainnet - Lighthouse,Median Gas Gwei,Phase 1,2.06
MaxTx,Nethermind - Lighthouse,Median Gas Gwei,Phase 1,2.06
MaxTx,Besu - Lighthouse,Median Gas Gwei,Phase 2,2.29
MaxTx,Equalweight - Lighthouse,Median Gas Gwei,Phase 2,2.09
MaxTx,Geth - Lighthouse,Median Gas Gwei,Phase 2,2.35
MaxTx,Mainnet - Lighthouse,Median Gas Gwei,Phase 2,2.18
MaxTx,Nethermind - Lighthouse,Median Gas Gwei,Phase 2,2.02
MaxTx,Besu - Lighthouse,Median Latency ms,Phase 1,6930.00
MaxTx,Equalweight - Lighthouse,Median Latency ms,Phase 1,7294.50
MaxTx,Geth - Lighthouse,Median Latency ms,Phase 1,8781.00
MaxTx,Mainnet - Lighthouse,Median Latency ms,Phase 1,8061.50
MaxTx,Nethermind - Lighthouse,Median Latency ms,Phase 1,7079.00
MaxTx,Besu - Lighthouse,Median Latency ms,Phase 2,131486.00
MaxTx,Equalweight - Lighthouse,Median Latency ms,Phase 2,22261.00
MaxTx,Geth - Lighthouse,Median Latency ms,Phase 2,20471.00
MaxTx,Mainnet - Lighthouse,Median Latency ms,Phase 2,21642.00
MaxTx,Nethermind - Lighthouse,Median Latency ms,Phase 2,57096.00
MaxTx,Besu - Lighthouse,Median Net RX MB/s,Phase 1,4.93
MaxTx,Equalweight - Lighthouse,Median Net RX MB/s,Phase 1,4.22
MaxTx,Geth - Lighthouse,Median Net RX MB/s,Phase 1,4.10
MaxTx,Mainnet - Lighthouse,Median Net RX MB/s,Phase 1,4.17
MaxTx,Nethermind - Lighthouse,Median Net RX MB/s,Phase 1,4.33
MaxTx,Besu - Lighthouse,Median Net RX MB/s,Phase 2,10.24
MaxTx,Equalweight - Lighthouse,Median Net RX MB/s,Phase 2,8.70
MaxTx,Geth - Lighthouse,Median Net RX MB/s,Phase 2,9.46
MaxTx,Mainnet - Lighthouse,Median Net RX MB/s,Phase 2,9.38
MaxTx,Nethermind - Lighthouse,Median Net RX MB/s,Phase 2,8.36
MaxTx,Besu - Lighthouse,Median Net TX MB/s,Phase 1,6.11
MaxTx,Equalweight - Lighthouse,Median Net TX MB/s,Phase 1,5.32
MaxTx,Geth - Lighthouse,Median Net TX MB/s,Phase 1,5.17
MaxTx,Mainnet - Lighthouse,Median Net TX MB/s,Phase 1,5.20
MaxTx,Nethermind - Lighthouse,Median Net TX MB/s,Phase 1,5.39
MaxTx,Besu - Lighthouse,Median Net TX MB/s,Phase 2,15.09
MaxTx,Equalweight - Lighthouse,Median Net TX MB/s,Phase 2,12.35
MaxTx,Geth - Lighthouse,Median Net TX MB/s,Phase 2,13.99
MaxTx,Mainnet - Lighthouse,Median Net TX MB/s,Phase 2,13.82
MaxTx,Nethermind - Lighthouse,Median Net TX MB/s,Phase 2,11.46
MaxTx,Besu - Lighthouse,Median RAM GB,Phase 1,9.02
MaxTx,Equalweight - Lighthouse,Median RAM GB,Phase 1,5.36
MaxTx,Geth - Lighthouse,Median RAM GB,Phase 1,1.64
MaxTx,Mainnet - Lighthouse,Median RAM GB,Phase 1,4.70
MaxTx,Nethermind - Lighthouse,Median RAM GB,Phase 1,6.84
MaxTx,Besu - Lighthouse,Median RAM GB,Phase 2,16.04
MaxTx,Equalweight - Lighthouse,Median RAM GB,Phase 2,7.83
MaxTx,Geth - Lighthouse,Median RAM GB,Phase 2,5.17
MaxTx,Mainnet - Lighthouse,Median RAM GB,Phase 2,7.47
MaxTx,Nethermind - Lighthouse,Median RAM GB,Phase 2,7.37
MaxTx,Besu - Lighthouse,Median RAM GB per node,Phase 1,0.7520
MaxTx,Equalweight - Lighthouse,Median RAM GB per node,Phase 1,0.4473
MaxTx,Geth - Lighthouse,Median RAM GB per node,Phase 1,0.1373
MaxTx,Mainnet - Lighthouse,Median RAM GB per node,Phase 1,0.3919
MaxTx,Nethermind - Lighthouse,Median RAM GB per node,Phase 1,0.5700
MaxTx,Besu - Lighthouse,Median RAM GB per node,Phase 2,1.33
MaxTx,Equalweight - Lighthouse,Median RAM GB per node,Phase 2,0.6526
MaxTx,Geth - Lighthouse,Median RAM GB per node,Phase 2,0.4316
MaxTx,Mainnet - Lighthouse,Median RAM GB per node,Phase 2,0.6229
MaxTx,Nethermind - Lighthouse,Median RAM GB per node,Phase 2,0.6145
MaxTx,Besu - Lighthouse,Median Spam Confirmed,Phase 1,150.00
MaxTx,Equalweight - Lighthouse,Median Spam Confirmed,Phase 1,150.00
MaxTx,Geth - Lighthouse,Median Spam Confirmed,Phase 1,150.00
MaxTx,Mainnet - Lighthouse,Median Spam Confirmed,Phase 1,150.00
MaxTx,Nethermind - Lighthouse,Median Spam Confirmed,Phase 1,150.00
MaxTx,Besu - Lighthouse,Median Spam Confirmed,Phase 2,2052.00
MaxTx,Equalweight - Lighthouse,Median Spam Confirmed,Phase 2,1989.00
MaxTx,Geth - Lighthouse,Median Spam Confirmed,Phase 2,2046.00
MaxTx,Mainnet - Lighthouse,Median Spam Confirmed,Phase 2,2042.00
MaxTx,Nethermind - Lighthouse,Median Spam Confirmed,Phase 2,807.00
MaxTx,Besu - Lighthouse,Median Spam Pending,Phase 1,33.00
MaxTx,Equalweight - Lighthouse,Median Spam Pending,Phase 1,37.00
MaxTx,Geth - Lighthouse,Median Spam Pending,Phase 1,30.00
MaxTx,Mainnet - Lighthouse,Median Spam Pending,Phase 1,14.00
MaxTx,Nethermind - Lighthouse,Median Spam Pending,Phase 1,24.00
MaxTx,Besu - Lighthouse,Median Spam Pending,Phase 2,2258.00
MaxTx,Equalweight - Lighthouse,Median Spam Pending,Phase 2,2447.00
MaxTx,Geth - Lighthouse,Median Spam Pending,Phase 2,2388.00
MaxTx,Mainnet - Lighthouse,Median Spam Pending,Phase 2,2441.00
MaxTx,Nethermind - Lighthouse,Median Spam Pending,Phase 2,3425.00
MaxTx,Besu - Lighthouse,Median Spam Submitted,Phase 1,150.00
MaxTx,Equalweight - Lighthouse,Median Spam Submitted,Phase 1,150.00
MaxTx,Geth - Lighthouse,Median Spam Submitted,Phase 1,150.00
MaxTx,Mainnet - Lighthouse,Median Spam Submitted,Phase 1,150.00
MaxTx,Nethermind - Lighthouse,Median Spam Submitted,Phase 1,150.00
MaxTx,Besu - Lighthouse,Median Spam Submitted,Phase 2,2041.00
MaxTx,Equalweight - Lighthouse,Median Spam Submitted,Phase 2,1864.00
MaxTx,Geth - Lighthouse,Median Spam Submitted,Phase 2,2045.00
MaxTx,Mainnet - Lighthouse,Median Spam Submitted,Phase 2,1980.00
MaxTx,Nethermind - Lighthouse,Median Spam Submitted,Phase 2,803.00
MaxTx,Besu - Lighthouse,Min Block Gas Used %,Phase 1,0.0000
MaxTx,Equalweight - Lighthouse,Min Block Gas Used %,Phase 1,0.0000
MaxTx,Geth - Lighthouse,Min Block Gas Used %,Phase 1,0.0000
MaxTx,Mainnet - Lighthouse,Min Block Gas Used %,Phase 1,0.0000
MaxTx,Nethermind - Lighthouse,Min Block Gas Used %,Phase 1,0.0000
MaxTx,Besu - Lighthouse,Min Block Gas Used %,Phase 2,99.95
MaxTx,Equalweight - Lighthouse,Min Block Gas Used %,Phase 2,10.91
MaxTx,Geth - Lighthouse,Min Block Gas Used %,Phase 2,41.34
MaxTx,Mainnet - Lighthouse,Min Block Gas Used %,Phase 2,7.04
MaxTx,Nethermind - Lighthouse,Min Block Gas Used %,Phase 2,13.42
MaxTx,Besu - Lighthouse,Min Block Size kB,Phase 1,0.6132
MaxTx,Equalweight - Lighthouse,Min Block Size kB,Phase 1,0.6191
MaxTx,Geth - Lighthouse,Min Block Size kB,Phase 1,0.6259
MaxTx,Mainnet - Lighthouse,Min Block Size kB,Phase 1,0.6259
MaxTx,Nethermind - Lighthouse,Min Block Size kB,Phase 1,0.6191
MaxTx,Besu - Lighthouse,Min Block Size kB,Phase 2,225.55
MaxTx,Equalweight - Lighthouse,Min Block Size kB,Phase 2,20.61
MaxTx,Geth - Lighthouse,Min Block Size kB,Phase 2,97.26
MaxTx,Mainnet - Lighthouse,Min Block Size kB,Phase 2,15.29
MaxTx,Nethermind - Lighthouse,Min Block Size kB,Phase 2,26.50
MaxTx,Besu - Lighthouse,Min CPU %,Phase 1,0.0000
MaxTx,Equalweight - Lighthouse,Min CPU %,Phase 1,0.0000
MaxTx,Geth - Lighthouse,Min CPU %,Phase 1,0.0000
MaxTx,Mainnet - Lighthouse,Min CPU %,Phase 1,0.0000
MaxTx,Nethermind - Lighthouse,Min CPU %,Phase 1,0.0000
MaxTx,Besu - Lighthouse,Min CPU %,Phase 2,159.00
MaxTx,Equalweight - Lighthouse,Min CPU %,Phase 2,14.00
MaxTx,Geth - Lighthouse,Min CPU %,Phase 2,10.00
MaxTx,Mainnet - Lighthouse,Min CPU %,Phase 2,14.00
MaxTx,Nethermind - Lighthouse,Min CPU %,Phase 2,23.00
MaxTx,Besu - Lighthouse,Min CPU % per node,Phase 1,0.0000
MaxTx,Equalweight - Lighthouse,Min CPU % per node,Phase 1,0.0000
MaxTx,Geth - Lighthouse,Min CPU % per node,Phase 1,0.0000
MaxTx,Mainnet - Lighthouse,Min CPU % per node,Phase 1,0.0000
MaxTx,Nethermind - Lighthouse,Min CPU % per node,Phase 1,0.0000
MaxTx,Besu - Lighthouse,Min CPU % per node,Phase 2,13.25
MaxTx,Equalweight - Lighthouse,Min CPU % per node,Phase 2,1.16
MaxTx,Geth - Lighthouse,Min CPU % per node,Phase 2,0.8333
MaxTx,Mainnet - Lighthouse,Min CPU % per node,Phase 2,1.16
MaxTx,Nethermind - Lighthouse,Min CPU % per node,Phase 2,1.91
MaxTx,Besu - Lighthouse,Min Gas Gwei,Phase 1,2.04
MaxTx,Equalweight - Lighthouse,Min Gas Gwei,Phase 1,2.04
MaxTx,Geth - Lighthouse,Min Gas Gwei,Phase 1,2.04
MaxTx,Mainnet - Lighthouse,Min Gas Gwei,Phase 1,2.04
MaxTx,Nethermind - Lighthouse,Min Gas Gwei,Phase 1,2.04
MaxTx,Besu - Lighthouse,Min Gas Gwei,Phase 2,2.04
MaxTx,Equalweight - Lighthouse,Min Gas Gwei,Phase 2,2.04
MaxTx,Geth - Lighthouse,Min Gas Gwei,Phase 2,2.05
MaxTx,Mainnet - Lighthouse,Min Gas Gwei,Phase 2,2.05
MaxTx,Nethermind - Lighthouse,Min Gas Gwei,Phase 2,2.02
MaxTx,Besu - Lighthouse,Min Latency ms,Phase 1,751.00
MaxTx,Equalweight - Lighthouse,Min Latency ms,Phase 1,236.00
MaxTx,Geth - Lighthouse,Min Latency ms,Phase 1,121.00
MaxTx,Mainnet - Lighthouse,Min Latency ms,Phase 1,472.00
MaxTx,Nethermind - Lighthouse,Min Latency ms,Phase 1,499.00
MaxTx,Besu - Lighthouse,Min Latency ms,Phase 2,10922.00
MaxTx,Equalweight - Lighthouse,Min Latency ms,Phase 2,472.00
MaxTx,Geth - Lighthouse,Min Latency ms,Phase 2,11492.00
MaxTx,Mainnet - Lighthouse,Min Latency ms,Phase 2,527.00
MaxTx,Nethermind - Lighthouse,Min Latency ms,Phase 2,575.00
MaxTx,Besu - Lighthouse,Min Net RX MB/s,Phase 1,0.0213
MaxTx,Equalweight - Lighthouse,Min Net RX MB/s,Phase 1,0.0056
MaxTx,Geth - Lighthouse,Min Net RX MB/s,Phase 1,0.0027
MaxTx,Mainnet - Lighthouse,Min Net RX MB/s,Phase 1,0.0072
MaxTx,Nethermind - Lighthouse,Min Net RX MB/s,Phase 1,0.0057
MaxTx,Besu - Lighthouse,Min Net RX MB/s,Phase 2,8.41
MaxTx,Equalweight - Lighthouse,Min Net RX MB/s,Phase 2,7.76
MaxTx,Geth - Lighthouse,Min Net RX MB/s,Phase 2,7.98
MaxTx,Mainnet - Lighthouse,Min Net RX MB/s,Phase 2,7.97
MaxTx,Nethermind - Lighthouse,Min Net RX MB/s,Phase 2,7.99
MaxTx,Besu - Lighthouse,Min Net TX MB/s,Phase 1,0.1285
MaxTx,Equalweight - Lighthouse,Min Net TX MB/s,Phase 1,0.0462
MaxTx,Geth - Lighthouse,Min Net TX MB/s,Phase 1,0.0213
MaxTx,Mainnet - Lighthouse,Min Net TX MB/s,Phase 1,0.0338
MaxTx,Nethermind - Lighthouse,Min Net TX MB/s,Phase 1,0.0593
MaxTx,Besu - Lighthouse,Min Net TX MB/s,Phase 2,10.54
MaxTx,Equalweight - Lighthouse,Min Net TX MB/s,Phase 2,9.86
MaxTx,Geth - Lighthouse,Min Net TX MB/s,Phase 2,10.02
MaxTx,Mainnet - Lighthouse,Min Net TX MB/s,Phase 2,10.08
MaxTx,Nethermind - Lighthouse,Min Net TX MB/s,Phase 2,10.07
MaxTx,Besu - Lighthouse,Min RAM GB,Phase 1,6.64
MaxTx,Equalweight - Lighthouse,Min RAM GB,Phase 1,4.58
MaxTx,Geth - Lighthouse,Min RAM GB,Phase 1,0.8388
MaxTx,Mainnet - Lighthouse,Min RAM GB,Phase 1,4.13
MaxTx,Nethermind - Lighthouse,Min RAM GB,Phase 1,4.78
MaxTx,Besu - Lighthouse,Min RAM GB,Phase 2,11.86
MaxTx,Equalweight - Lighthouse,Min RAM GB,Phase 2,5.74
MaxTx,Geth - Lighthouse,Min RAM GB,Phase 2,2.06
MaxTx,Mainnet - Lighthouse,Min RAM GB,Phase 2,4.75
MaxTx,Nethermind - Lighthouse,Min RAM GB,Phase 2,5.92
MaxTx,Besu - Lighthouse,Min RAM GB per node,Phase 1,0.5535
MaxTx,Equalweight - Lighthouse,Min RAM GB per node,Phase 1,0.3822
MaxTx,Geth - Lighthouse,Min RAM GB per node,Phase 1,0.0699
MaxTx,Mainnet - Lighthouse,Min RAM GB per node,Phase 1,0.3442
MaxTx,Nethermind - Lighthouse,Min RAM GB per node,Phase 1,0.3988
MaxTx,Besu - Lighthouse,Min RAM GB per node,Phase 2,0.9888
MaxTx,Equalweight - Lighthouse,Min RAM GB per node,Phase 2,0.4785
MaxTx,Geth - Lighthouse,Min RAM GB per node,Phase 2,0.1720
MaxTx,Mainnet - Lighthouse,Min RAM GB per node,Phase 2,0.3963
MaxTx,Nethermind - Lighthouse,Min RAM GB per node,Phase 2,0.4936
MaxTx,Besu - Lighthouse,Min Spam Confirmed,Phase 1,0.0000
MaxTx,Equalweight - Lighthouse,Min Spam Confirmed,Phase 1,0.0000
MaxTx,Geth - Lighthouse,Min Spam Confirmed,Phase 1,0.0000
MaxTx,Mainnet - Lighthouse,Min Spam Confirmed,Phase 1,0.0000
MaxTx,Nethermind - Lighthouse,Min Spam Confirmed,Phase 1,0.0000
MaxTx,Besu - Lighthouse,Min Spam Confirmed,Phase 2,1869.00
MaxTx,Equalweight - Lighthouse,Min Spam Confirmed,Phase 2,147.00
